antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
written_by,"~starred_actors, ~written_by",0.28696966833601056,0.03571766039875272,0.02683549088160257,0.09351333552848205,2.618126005020967,0.016585605723234243,1.0637578878928398,0.8667897925586917
"written_by, ~has_genre, ~written_by","starred_actors, ~starred_actors",0.03666257204951337,0.1482566380043466,0.003401681942738354,0.09278350515463918,0.6258303601348287,-0.0020337877299146253,0.9388534785633906,-0.3829564024451752
"written_by, ~has_genre, ~written_by","has_genre, ~starred_actors",0.03666257204951337,0.053198525937824814,0.003401681942738354,0.09278350515463918,1.7440991741590521,0.001451287152614946,1.0436334430003522,0.44287504768132524
"starred_actors, ~has_genre","has_genre, ~directed_by",0.042898988944533686,0.017291883208919966,0.003968628933194746,0.09251101321585903,5.34996750198599,0.003226824626585121,1.0828870995707534,0.8495268183292668
release_year,"has_genre, ~release_year, ~written_by",0.056505716715487105,0.005197014079183596,0.005197014079183596,0.09197324414715718,17.69732441471572,0.00490335307385885,1.095565719301378,1.0
~Team,~Division,0.02475668524992913,0.002267787961825569,0.002267787961825569,0.0916030534351145,40.39312977099237,0.0022116450490410754,1.098343863672276,1.0
"written_by, ~starred_actors, ~written_by",~directed_by,0.02683549088160257,0.046773126712652366,0.0024567702919777,0.09154929577464789,1.9573054488547448,0.0012015904765762758,1.0492884961767703,0.5025805343311898
"written_by, ~starred_actors, ~written_by","starred_actors, ~directed_by",0.02683549088160257,0.02806387602759142,0.0024567702919777,0.09154929577464789,3.262175748091241,0.0017036624027368455,1.069883175225442,0.7125785177052291
"release_year, ~written_by","written_by, ~has_genre",0.04129263913824058,0.05102522914107531,0.0037796466030426156,0.09153318077803203,1.7938808373590982,0.0016726802291741555,1.044589357343451,0.4616104868913857
"has_genre, written_by, ~written_by","starred_actors, ~has_genre",0.07143532079750543,0.042898988944533686,0.006519890390248512,0.09126984126984126,2.1275522690720927,0.003455387353107109,1.0532290602007752,0.5707478508634154
Sport played,has_genre,0.035245204573372386,0.2388736653122933,0.0032126996125862234,0.09115281501340484,0.3815942410153732,-0.005206451588536841,0.8374634891991583,-0.6268363106307684
Sport played,is-a,0.035245204573372386,0.06179722195974676,0.0032126996125862234,0.09115281501340484,1.4750309499799137,0.0010346438825488483,1.0322998118260014,0.33381344702425547
"starred_actors, ~directed_by","directed_by, ~starred_actors",0.02806387602759142,0.007842766701313427,0.0025512614570537655,0.09090909090909091,11.59145673603505,0.002331163024634783,1.0913729566285553,0.9401127746451488
release_year,"~has_genre, ~written_by",0.056505716715487105,0.051686667296607765,0.005102522914107531,0.0903010033444816,1.7470850427690106,0.002181930733877781,1.0424473767585083,0.4532279901333482
release_year,"written_by, ~has_genre",0.056505716715487105,0.05102522914107531,0.005102522914107531,0.0903010033444816,1.7697324414715718,0.002219305770919112,1.043174472378009,0.4609914872308462
"starred_actors, written_by, ~starred_actors","~has_genre, ~written_by",0.03770197486535009,0.051686667296607765,0.003401681942738354,0.09022556390977444,1.745625489683991,0.0014529925114479356,1.0423609359467039,0.4438743781094528
is-a,"starred_actors, ~starred_actors",0.06179722195974676,0.1482566380043466,0.005574978739487858,0.09021406727828746,0.608499346084204,-0.0035868696262725767,0.9362019474708525,-0.40679769933369797
is-a,"~is-a, ~written_by",0.06179722195974676,0.005763961069639989,0.005574978739487858,0.09021406727828746,15.651401213215019,0.005218781957899976,1.0928241503537066,0.9977671979529233
"has_genre, ~written_by","starred_actors, ~has_genre",0.1059245960502693,0.042898988944533686,0.009543607672682605,0.09009812667261374,2.1002389307847382,0.004999549597767905,1.0518727778364487,0.5859278698954232
"release_year, ~release_year","~has_genre, ~written_by",0.02418973825947274,0.051686667296607765,0.002173296796749504,0.08984375,1.7382384026508229,0.0009230098433401126,1.041923661682697,0.43523309517895264
~release_year,"release_year, ~has_genre, ~written_by",0.02418973825947274,0.005102522914107531,0.002173296796749504,0.08984375,17.60771122685185,0.0020498681029942805,1.0931062409184056,0.966588217462877
~release_year,"~has_genre, ~written_by",0.02418973825947274,0.051686667296607765,0.002173296796749504,0.08984375,1.7382384026508229,0.0009230098433401126,1.041923661682697,0.43523309517895264
~is-a,starred_actors,0.03156004913540584,0.22630634035717662,0.002834734952281962,0.08982035928143714,0.3968972285074944,-0.004307504269044409,0.8500450076338916,-0.6107531237735945
~directed_by,"has_genre, written_by, ~written_by",0.046773126712652366,0.07143532079750543,0.004157611263346877,0.08888888888888888,1.2443268665490885,0.0008163579519261843,1.01915635522225,0.2059873116574147
~written_by,"written_by, ~starred_actors",0.301993763583105,0.0466786355475763,0.02683549088160257,0.08886107634543179,1.9036776740155965,0.012738834053665892,1.04629638763391,0.6800813000379424
is-a,"written_by, ~is-a",0.06179722195974676,0.005669469904563924,0.0054804875744117925,0.08868501529051988,15.64255861365953,0.0051301300843253515,1.0910942394000254,0.9977287013659049
Sport played,"~has_genre, ~starred_actors",0.035245204573372386,0.026740999716526506,0.0031182084475101578,0.08847184986595175,3.3084720393334535,0.002175716442004688,1.067722373840399,0.7232362805330483
Sport played,"starred_actors, ~has_genre, ~starred_actors",0.035245204573372386,0.022772370783331757,0.0031182084475101578,0.08847184986595175,3.8850522287608604,0.0023155915806309414,1.0720761932288745,0.7697325854034962
"is-a, ~is-a",starred_actors,0.030993102144949446,0.22630634035717662,0.0027402437872058962,0.08841463414634146,0.39068562554101527,-0.004273691735533774,0.8487341818155387,-0.6167827247799106
"starred_actors, written_by","~directed_by, ~starred_actors",0.05480487574411792,0.01455163942171407,0.004819049418879335,0.08793103448275862,6.042689207344379,0.004021548628499087,1.080453779083943,0.8828978757353186
"has_genre, starred_actors, ~has_genre","written_by, ~starred_actors, ~written_by",0.035528678068600585,0.02683549088160257,0.0031182084475101578,0.08776595744680851,3.270518055139347,0.0021647789311648336,1.0667925814242492,0.7198120125522889
"~has_genre, ~written_by",~starred_actors,0.051686667296607765,0.1973920438439006,0.004535575923651138,0.08775137111517367,0.44455373887596117,-0.0056669609735059655,0.8798127294937602,-0.5685091815228404
"starred_actors, written_by, ~written_by","~has_genre, ~starred_actors",0.038835868846262875,0.026740999716526506,0.003401681942738354,0.08759124087591241,3.2755409971370355,0.002363171984929378,1.0666918643106869,0.7227765762223095
"starred_actors, ~directed_by","written_by, ~starred_actors, ~written_by",0.02806387602759142,0.02683549088160257,0.0024567702919777,0.08754208754208753,3.262175748091241,0.0017036624027368455,1.0665308457865832,0.7134791127596883
"starred_actors, ~starred_actors, ~written_by",~directed_by,0.032410469621090426,0.046773126712652366,0.002834734952281962,0.08746355685131196,1.8699531760756254,0.0013187959498781293,1.0445904713660072,0.48081054687500013
"~starred_actors, ~written_by","has_genre, starred_actors, written_by, ~has_genre",0.03571766039875272,0.009921572332986866,0.0031182084475101578,0.0873015873015873,8.799168556311413,0.0027638330962988724,1.084781581617771,0.9191840007126632
starred_actors,"has_genre, written_by",0.22630634035717662,0.08910516866672966,0.019748653500897665,0.08726513569937369,0.9793498739199065,-0.0004164111269788842,0.9979840443930386,-0.02653006661243618
"release_year, ~written_by","has_genre, written_by, ~release_year",0.04129263913824058,0.004630067088727204,0.003590664272890485,0.08695652173913043,18.780834072759536,0.0033994765834098285,1.090167069379013,0.9875320323280111
"release_year, ~written_by","has_genre, written_by, ~has_genre",0.04129263913824058,0.0494188793347822,0.003590664272890485,0.08695652173913043,1.7595810125529967,0.001550028321903069,1.041112655966667,0.45027597082594123
release_year,starred_actors,0.056505716715487105,0.22630634035717662,0.0049135405839554,0.08695652173913042,0.38424253426522637,-0.007874061375185828,0.8473787700849971,-0.6294234444877435
release_year,"has_genre, written_by, ~has_genre",0.056505716715487105,0.0494188793347822,0.0049135405839554,0.08695652173913042,1.7595810125529965,0.002121091387867357,1.041112655966667,0.4575363044566849
release_year,"has_genre, ~has_genre, ~written_by",0.056505716715487105,0.05074175564584711,0.0049135405839554,0.08695652173913042,1.7137073921139987,0.0020463413137846945,1.0396637914355007,0.44141211817726583
~directed_by,"starred_actors, ~has_genre",0.046773126712652366,0.042898988944533686,0.0040631200982708116,0.08686868686868687,2.0249588394962843,0.0020566002525234644,1.048152655912513,0.5309992991903804
starred_actors,"has_genre, ~has_genre, ~starred_actors",0.22630634035717662,0.02333931777378815,0.0196541623358216,0.08684759916492692,3.721085594989561,0.014372326744002396,1.0695483922870495,0.9451560210063507
~is-a,"is-a, starred_actors",0.03156004913540584,0.006614381555324577,0.0027402437872058962,0.08682634730538923,13.126903336184775,0.0025314935803195304,1.0878386772476119,0.9539265395110036
"has_genre, written_by, ~has_genre, ~written_by","starred_actors, ~starred_actors",0.03609562505905698,0.1482566380043466,0.0031182084475101578,0.08638743455497382,0.5826884766700369,-0.002233207570411075,0.932280699949397,-0.42627720058900526
"has_genre, starred_actors, ~starred_actors","~has_genre, ~written_by",0.04280449777945762,0.051686667296607765,0.00368515543796655,0.08609271523178808,1.665665823213918,0.001472733602441338,1.0376471973783494,0.41751082086718805
~release_year,"has_genre, ~has_genre, ~written_by",0.02418973825947274,0.05074175564584711,0.0020788056316734384,0.08593749999999999,1.6936248836126628,0.0008513758437742735,1.038504745960099,0.4197029851140434
"release_year, ~release_year","has_genre, ~has_genre, ~written_by",0.02418973825947274,0.05074175564584711,0.0020788056316734384,0.08593749999999999,1.6936248836126628,0.0008513758437742735,1.038504745960099,0.4197029851140434
~release_year,"has_genre, release_year, ~has_genre, ~written_by",0.02418973825947274,0.0049135405839554,0.0020788056316734384,0.08593749999999999,17.489933894230766,0.0019599483710202605,1.0886415966261,0.966196290394993
"starred_actors, ~has_genre","has_genre, ~starred_actors, ~written_by",0.042898988944533686,0.0122838514598885,0.00368515543796655,0.08590308370044053,6.993171806167401,0.003158190629992499,1.0805376661137605,0.8954158028104123
"written_by, ~has_genre, ~written_by","has_genre, starred_actors, ~starred_actors",0.03666257204951337,0.04280449777945762,0.0031182084475101578,0.08505154639175258,1.9869768553287364,0.0015488854636275576,1.0461742390466773,0.5156270899282179
~directed_by,"has_genre, starred_actors, ~has_genre",0.046773126712652366,0.035528678068600585,0.003968628933194746,0.08484848484848485,2.3881689232753063,0.002306841571959058,1.0538925040972245,0.6097909822136626
~has_genre,"starred_actors, written_by",0.12888594916375318,0.05480487574411792,0.010866483983747519,0.0843108504398827,1.5383822934573772,0.0038029055546653263,1.0322226977462154,0.4017459217023444
"has_genre, ~has_genre","starred_actors, written_by",0.1179249740149296,0.05480487574411792,0.009921572332986866,0.08413461538461539,1.5351666114058358,0.003458708784970314,1.0320240726783385,0.39521003902364377
~Team,Team coached,0.02475668524992913,0.008504204856845885,0.0020788056316734384,0.08396946564885496,9.873876166242578,0.001868269708731586,1.0823829096979434,0.9215368489663616
~directed_by,"has_genre, starred_actors, written_by",0.046773126712652366,0.019748653500897665,0.003874137768118681,0.08282828282828283,4.194123048668504,0.0029504314955169286,1.0687762478349243,0.798940059186476
"has_genre, written_by","release_year, ~written_by",0.08910516866672966,0.04129263913824058,0.0073703108759331,0.08271474019088017,2.003135229840011,0.003690923300825771,1.045157273170681,0.5497699223321629
"has_genre, written_by","starred_actors, ~starred_actors, ~written_by",0.08910516866672966,0.032410469621090426,0.0073703108759331,0.08271474019088017,2.552099403615408,0.004482370513777921,1.0548403782049847,0.6676574635599533
"starred_actors, written_by, ~starred_actors","has_genre, ~has_genre, ~written_by",0.03770197486535009,0.05074175564584711,0.0031182084475101578,0.08270676691729323,1.6299547752061718,0.001205144051526694,1.0348471024516583,0.4016282225237449
has_genre,"starred_actors, written_by",0.2388736653122933,0.05480487574411792,0.019748653500897665,0.08267405063291139,1.508516341117416,0.006657211954915419,1.0303808857778654,0.4428923162824956
written_by,"starred_actors, ~starred_actors, ~written_by",0.28696966833601056,0.032410469621090426,0.023717282434092414,0.08264734935791901,2.5500201115301953,0.014416460716313749,1.0547628872077346,0.8524829914373782
has_genre,"starred_actors, ~has_genre, ~starred_actors",0.2388736653122933,0.022772370783331757,0.0196541623358216,0.08227848101265822,3.6130836703608384,0.014214442658956564,1.064841140801611,0.9502077066322876
release_year,"has_genre, written_by, ~release_year",0.056505716715487105,0.004630067088727204,0.004630067088727204,0.08193979933110368,17.69732441471572,0.0043684418294378845,1.0842098722785813,1.0
"has_genre, starred_actors","written_by, ~has_genre, ~starred_actors",0.06718321836908249,0.0073703108759331,0.0054804875744117925,0.08157524613220817,11.06808756175845,0.004985326369385956,1.080795878969696,0.9751648689431621
"has_genre, ~written_by","written_by, ~starred_actors",0.1059245960502693,0.0466786355475763,0.00859869602192195,0.08117752007136485,1.73907225691347,0.003654280407367189,1.0375468442244338,0.4753298909925415
is-a,~has_genre,0.06179722195974676,0.12888594916375318,0.005008031749031466,0.08103975535168197,0.6287710637000369,-0.002956761858933627,0.9479344247036696,-0.3862366659901981
"has_genre, ~has_genre","starred_actors, ~written_by",0.1179249740149296,0.06274213361050741,0.009543607672682605,0.08092948717948718,1.2898746428019772,0.002144743197022277,1.0197888554961525,0.25477522578181777
"~has_genre, ~written_by","starred_actors, ~starred_actors",0.051686667296607765,0.1482566380043466,0.004157611263346877,0.08043875685557586,0.5425642854063475,-0.003505280259697401,0.9262497395857304,-0.4706338598016005
"starred_actors, written_by, ~written_by","has_genre, ~has_genre, ~starred_actors",0.038835868846262875,0.02333931777378815,0.0031182084475101578,0.08029197080291971,3.440202133632791,0.0022118057634860694,1.0619247100396112,0.7379794802130626
"has_genre, ~has_genre, ~written_by",~starred_actors,0.05074175564584711,0.1973920438439006,0.0040631200982708116,0.08007448789571694,0.40566218544776084,-0.005952898756890732,0.8724705920158408,-0.6068287852393097
~has_genre,"starred_actors, ~written_by",0.12888594916375318,0.06274213361050741,0.010299536993291128,0.07991202346041057,1.2736580486167546,0.0022129575503418604,1.0186611392472256,0.24664956994479914
"~starred_actors, ~written_by",directed_by,0.03571766039875272,0.020977038646886517,0.002834734952281962,0.07936507936507937,3.7834262834262837,0.002085484209720958,1.063421492504244,0.7629397354238118
"~starred_actors, ~written_by",~directed_by,0.03571766039875272,0.046773126712652366,0.002834734952281962,0.07936507936507937,1.6968093634760304,0.0011641082965716156,1.0354016037431535,0.4258696717295444
"~starred_actors, ~written_by","starred_actors, ~directed_by",0.03571766039875272,0.02806387602759142,0.002834734952281962,0.07936507936507937,2.828015605793384,0.001832358958855754,1.0557237208665817,0.6703380695737383
"starred_actors, ~has_genre","written_by, ~starred_actors, ~written_by",0.042898988944533686,0.02683549088160257,0.003401681942738354,0.07929515418502203,2.954861326549606,0.0022504665160873513,1.0569777204300297,0.691227608297408
"written_by, ~starred_actors","~has_genre, ~written_by",0.0466786355475763,0.051686667296607765,0.00368515543796655,0.07894736842105263,1.5274223034734917,0.0012724923325593655,1.0295973326493972,0.3622096672944132
"has_genre, starred_actors","~directed_by, ~starred_actors",0.06718321836908249,0.01455163942171407,0.005291505244259662,0.07876230661040788,5.412607083493159,0.004313879275362496,1.0697004341544447,0.8739617098865478
"starred_actors, ~starred_actors, ~written_by",directed_by,0.032410469621090426,0.020977038646886517,0.0025512614570537655,0.07871720116618076,3.752541170908518,0.0018713857832484103,1.0626736574180946,0.7580837673611112
"~has_genre, ~written_by","has_genre, ~starred_actors",0.051686667296607765,0.053198525937824814,0.0040631200982708116,0.07861060329067641,1.4776838625670132,0.0013134655874525018,1.0275801712539876,0.34088444390890466
~written_by,"starred_actors, written_by, ~starred_actors",0.301993763583105,0.03770197486535009,0.023717282434092414,0.07853566958698374,2.0830651409499974,0.012331521149989713,1.0443139179389953,0.7448904800454336
"written_by, ~written_by","has_genre, starred_actors",0.18879334782197865,0.06718321836908249,0.0147406217518662,0.07807807807807807,1.1621663857950777,0.0020568770385120637,1.0118175514107346,0.17201290264773075
"release_year, written_by","~has_genre, ~release_year",0.032693943116318624,0.003874137768118681,0.0025512614570537655,0.07803468208092486,20.14246440152263,0.0024246006172381116,1.080437455586931,0.9824746109790558
~is-a,~has_genre,0.03156004913540584,0.12888594916375318,0.0024567702919777,0.0778443113772455,0.603978260487822,-0.0016108765964937695,0.9446496525302157,-0.40371722921869263
~has_genre,"has_genre, starred_actors, written_by",0.12888594916375318,0.019748653500897665,0.009921572332986866,0.07697947214076246,3.897960543854972,0.007376248381817593,1.0620038416400124,0.8534537885009739
"starred_actors, ~written_by",directed_by,0.06274213361050741,0.020977038646886517,0.004819049418879335,0.07680722891566265,3.661490556821882,0.003502905257343603,1.0604751163759663,0.7755466336146315
"has_genre, ~starred_actors","~has_genre, ~written_by",0.053198525937824814,0.051686667296607765,0.0040631200982708116,0.0763765541740675,1.4776838625670135,0.0013134655874525018,1.026731550600019,0.34142877036624425
"starred_actors, ~starred_actors, ~written_by","written_by, ~directed_by",0.032410469621090426,0.016535953888311444,0.0024567702919777,0.07580174927113702,4.584056643065389,0.0019208322608248295,1.0641267123542877,0.8080416165865384
"starred_actors, written_by, ~written_by","has_genre, ~directed_by",0.038835868846262875,0.017291883208919966,0.002929226117358027,0.07542579075425791,4.361918817225746,0.0022576808089515158,1.0628764105292998,0.8018849973995661
"release_year, written_by","has_genre, ~has_genre, ~release_year",0.032693943116318624,0.0037796466030426156,0.0024567702919777,0.07514450867052022,19.88135838150289,0.002333198740938038,1.0771632571104601,0.9818005575551733
~written_by,"has_genre, starred_actors",0.301993763583105,0.06718321836908249,0.022677879618255695,0.07509386733416772,1.1177473952144823,0.002388966653350883,1.0085529208702342,0.15092053607689204
~directed_by,"has_genre, starred_actors, ~written_by",0.046773126712652366,0.022677879618255695,0.0034961731078144193,0.07474747474747474,3.296052188552188,0.002435457770855469,1.056276090805597,0.730787984653964
"written_by, ~has_genre","release_year, ~written_by",0.05102522914107531,0.04129263913824058,0.0037796466030426156,0.07407407407407407,1.793880837359098,0.0016726802291741555,1.0354039497307002,0.4663447177138305
"written_by, ~written_by","release_year, ~release_year",0.18879334782197865,0.02418973825947274,0.013984692431257677,0.07407407407407407,3.062210648148148,0.009417830762314415,1.0538750826797694,0.8301688992428654
"written_by, ~written_by",~release_year,0.18879334782197865,0.02418973825947274,0.013984692431257677,0.07407407407407407,3.062210648148148,0.009417830762314415,1.0538750826797694,0.8301688992428654
~has_genre,"has_genre, starred_actors, ~written_by",0.12888594916375318,0.022677879618255695,0.009543607672682605,0.07404692082111439,3.2651606793743895,0.006620747633062387,1.0554769376094215,0.7963783361740013
~has_genre,Sport played,0.12888594916375318,0.035245204573372386,0.009543607672682605,0.07404692082111439,2.100907675736873,0.005000996027772851,1.0419046246729375,0.6015460966858158
"starred_actors, ~starred_actors","has_genre, ~written_by",0.1482566380043466,0.1059245960502693,0.010960975148823585,0.07393244104525175,0.6979723671560207,-0.004743049343557832,0.9654537569147471,-0.33688853374935396
~starred_actors,~directed_by,0.1973920438439006,0.046773126712652366,0.01455163942171407,0.07371948300622307,1.5761076538481995,0.005318996342933875,1.0290909241846353,0.455422314911366
release_year,~starred_actors,0.056505716715487105,0.1973920438439006,0.004157611263346877,0.07357859531772575,0.3727536018417863,-0.0069961676479875804,0.8663529923851035,-0.6407421641821557
"starred_actors, ~starred_actors","has_genre, written_by",0.1482566380043466,0.08910516866672966,0.010866483983747519,0.0732950924155513,0.8225683595268074,-0.0023439487515920666,0.9829394706753103,-0.20207492387224704
"has_genre, written_by","~has_genre, ~starred_actors",0.08910516866672966,0.026740999716526506,0.006519890390248512,0.07317073170731708,2.736275101266914,0.004137129100190448,1.0500952371479584,0.6966113416320886
"has_genre, written_by","starred_actors, ~has_genre, ~written_by",0.08910516866672966,0.010299536993291128,0.006519890390248512,0.07317073170731708,7.104273886775565,0.0056021484092720845,1.067834710086186,0.9432918395573998
"is-a, ~is-a",~has_genre,0.030993102144949446,0.12888594916375318,0.002267787961825569,0.07317073170731707,0.5677169015091911,-0.001726787425655395,0.9398862127443716,-0.4400254823443757
"~has_genre, ~written_by","release_year, written_by",0.051686667296607765,0.032693943116318624,0.0037796466030426156,0.07312614259597806,2.2366877661654216,0.0020898056425752353,1.0436221165983701,0.5830460342766043
"starred_actors, written_by, ~written_by",directed_by,0.038835868846262875,0.020977038646886517,0.002834734952281962,0.07299270072992702,3.4796475307424215,0.0020200734306084897,1.056111383506902,0.7414077860794339
"written_by, ~starred_actors","has_genre, ~has_genre, ~written_by",0.0466786355475763,0.05074175564584711,0.003401681942738354,0.07287449392712551,1.4361839278040398,0.0010331260239016845,1.0238724294998942,0.3185812931575644
"written_by, ~starred_actors","starred_actors, ~has_genre, ~written_by",0.0466786355475763,0.010299536993291128,0.003401681942738354,0.07287449392712551,7.0755116443189845,0.002920913609119738,1.0674935125006861,0.9007114459091862
"has_genre, starred_actors, ~starred_actors","written_by, ~has_genre, ~written_by",0.04280449777945762,0.03666257204951337,0.0031182084475101578,0.0728476821192053,1.9869768553287361,0.0015488854636275576,1.039028225860882,0.5189356546710939
"starred_actors, ~has_genre","Sport played, ~starred_actors",0.042898988944533686,0.0054804875744117925,0.0031182084475101578,0.07268722466960352,13.262912046179553,0.002883101071644812,1.0724747236133423,0.9660440918215624
"starred_actors, ~has_genre","has_genre, written_by, ~starred_actors, ~written_by",0.042898988944533686,0.00859869602192195,0.0031182084475101578,0.07268722466960352,8.453284600861693,0.0027493330819283223,1.069112095026241,0.9212222930260249
"has_genre, written_by, ~has_genre","release_year, ~written_by",0.0494188793347822,0.04129263913824058,0.003590664272890485,0.07265774378585085,1.7595810125529967,0.001550028321903069,1.0338225767643303,0.4541252485089463
"has_genre, ~has_genre, ~written_by","starred_actors, ~starred_actors",0.05074175564584711,0.1482566380043466,0.00368515543796655,0.07262569832402235,0.489864732545015,-0.0038376466605248155,0.9184461554049516,-0.5231387154489356
has_genre,~directed_by,0.2388736653122933,0.046773126712652366,0.017291883208919966,0.07238924050632911,1.5476673379363253,0.00611901499295236,1.0276151538040148,0.46492454538978956
~starred_actors,"starred_actors, ~directed_by",0.1973920438439006,0.02806387602759142,0.014268165926485873,0.07228338918142652,2.575673763323356,0.008728580079217757,1.047664893177689,0.7622053432341022
"written_by, ~has_genre","~starred_actors, ~written_by",0.05102522914107531,0.03571766039875272,0.00368515543796655,0.07222222222222222,2.022031158142269,0.0018626536317370814,1.0393462343007456,0.5326250966995765
"has_genre, ~has_genre",release_year,0.1179249740149296,0.056505716715487105,0.008504204856845885,0.07211538461538462,1.2762493568304605,0.0018407696814770952,1.016822854524242,0.2453918943045885
~is-a,"is-a, ~has_genre",0.03156004913540584,0.005008031749031466,0.002267787961825569,0.0718562874251497,14.34820924189357,0.0021097342337544635,1.0720236045026565,0.9606221745210914
~is-a,"starred_actors, ~starred_actors",0.03156004913540584,0.1482566380043466,0.002267787961825569,0.0718562874251497,0.48467500944573566,-0.002411198818241686,0.9176847835695104,-0.5233300389512237
"~starred_actors, ~written_by","directed_by, starred_actors",0.03571766039875272,0.010205045828215062,0.0025512614570537655,0.07142857142857142,6.999338624338624,0.002186761095807872,1.0659330275696146,0.8888780009799118
"~has_genre, ~written_by","written_by, ~starred_actors",0.051686667296607765,0.0466786355475763,0.00368515543796655,0.07129798903107862,1.527422303473492,0.0012724923325593655,1.026509421959598,0.36412249236083444
"~has_genre, ~written_by","has_genre, starred_actors, ~starred_actors",0.051686667296607765,0.04280449777945762,0.00368515543796655,0.07129798903107862,1.6656658232139183,0.001472733602441338,1.0306809836902298,0.4214213446975504
"has_genre, ~has_genre, ~written_by","release_year, written_by",0.05074175564584711,0.032693943116318624,0.003590664272890485,0.0707635009310987,2.1644223420630566,0.00193171620018302,1.0409686423778295,0.5667403627523917
"starred_actors, written_by","has_genre, ~directed_by",0.05480487574411792,0.017291883208919966,0.003874137768118681,0.0706896551724138,4.088025249670247,0.0029264582574720227,1.0574595690887318,0.799182196560544
"written_by, ~has_genre","has_genre, release_year, ~written_by",0.05102522914107531,0.010677501653595389,0.003590664272890485,0.07037037037037037,6.590527695837431,0.00304584230436157,1.064211452404499,0.8938773798980176
"is-a, ~is-a","starred_actors, ~starred_actors",0.030993102144949446,0.1482566380043466,0.002173296796749504,0.0701219512195122,0.4729768067279143,-0.0024216363285860043,0.9159731892936862,-0.5348637711797557
"has_genre, written_by",~directed_by,0.08910516866672966,0.046773126712652366,0.0062364168950203155,0.06998939554612937,1.4963591375044185,0.0020686895502191084,1.024963445279326,0.36415975103734455
~starred_actors,"has_genre, written_by",0.1973920438439006,0.08910516866672966,0.013795710101105547,0.06988989947343226,0.7843529227225171,-0.0037929412590757133,0.9793408660088532,-0.25515080787034683
"has_genre, ~written_by","release_year, written_by",0.1059245960502693,0.032693943116318624,0.0073703108759331,0.0695807314897413,2.1282453218379542,0.003907218158046568,1.0396453401405625,0.5929358459478942
"has_genre, ~written_by","starred_actors, written_by, ~starred_actors",0.1059245960502693,0.03770197486535009,0.0073703108759331,0.0695807314897413,1.8455460685612335,0.0033767444180234857,1.034262786362361,0.5124343527957985
"~has_genre, ~written_by","has_genre, release_year, written_by",0.051686667296607765,0.008976660682226212,0.003590664272890485,0.06946983546617916,7.738939670932358,0.0031266905987737187,1.0650093646499454,0.918244320446393
"has_genre, ~starred_actors","starred_actors, ~has_genre, ~written_by",0.053198525937824814,0.010299536993291128,0.00368515543796655,0.06927175843694494,6.725715775579709,0.0031372352520813657,1.0633613753297273,0.899150417114489
~is-a,"is-a, starred_actors, ~starred_actors",0.03156004913540584,0.005574978739487858,0.002173296796749504,0.0688622754491018,12.35202476403126,0.0019973501938024244,1.067967707720293,0.9489918422582057
~is-a,"has_genre, ~written_by",0.03156004913540584,0.1059245960502693,0.002173296796749504,0.0688622754491018,0.6501065665279611,-0.0011696886592450105,0.9601967360746305,-0.35722271304385766
"has_genre, written_by, ~has_genre","~starred_actors, ~written_by",0.0494188793347822,0.03571766039875272,0.003401681942738354,0.06883365200764818,1.9271601566056633,0.0016365551933716649,1.0355639909886085,0.5061133200795228
written_by,"has_genre, starred_actors",0.28696966833601056,0.06718321836908249,0.019748653500897665,0.06881791241356602,1.024331880552418,0.00046910760777629096,1.001755504177191,0.03331401534702001
"~starred_actors, ~written_by","starred_actors, written_by, ~directed_by",0.03571766039875272,0.00963809883775867,0.0024567702919777,0.06878306878306878,7.136580558149186,0.0021125199508010223,1.0635136324980887,0.8917272830060677
"~starred_actors, ~written_by","written_by, ~directed_by",0.03571766039875272,0.016535953888311444,0.0024567702919777,0.06878306878306878,4.159606953892667,0.0018661447066255572,1.0561062767903928,0.7877284890513698
release_year,"~has_genre, ~release_year",0.056505716715487105,0.003874137768118681,0.003874137768118681,0.06856187290969899,17.69732441471572,0.0036552268368765972,1.0694493099006552,1.0
has_genre,release_year,0.2388736653122933,0.056505716715487105,0.01615798922800718,0.06764240506329114,1.1970895865966724,0.0026602615650806564,1.0119446534337075,0.2163118327579759
~has_genre,release_year,0.12888594916375318,0.056505716715487105,0.008693187186998016,0.06744868035190617,1.1936611775321453,0.0014103942549443067,1.011734435849116,0.1862457967241567
"has_genre, ~has_genre, ~written_by","written_by, ~starred_actors",0.05074175564584711,0.0466786355475763,0.003401681942738354,0.0670391061452514,1.4361839278040396,0.0010331260239016845,1.021823498425053,0.319944920034508
Sport played,"has_genre, ~has_genre",0.035245204573372386,0.1179249740149296,0.0023622791269016347,0.06702412868632708,0.5683624630508008,-0.0017940107065641821,0.9454424847483657,-0.4404608717192155
release_year,"has_genre, ~has_genre, ~release_year",0.056505716715487105,0.0037796466030426156,0.0037796466030426156,0.06688963210702341,17.697324414715716,0.0035660749628064364,1.0676339988017571,1.0
release_year,"written_by, ~has_genre, ~written_by",0.056505716715487105,0.03666257204951337,0.0037796466030426156,0.06688963210702341,1.8244664345067751,0.0017080016927516779,1.0323938743985501,0.47895843765648477
"written_by, ~starred_actors","has_genre, starred_actors, ~has_genre, ~written_by",0.0466786355475763,0.009543607672682605,0.0031182084475101578,0.06680161943319839,6.9996191926885,0.0026727258631479536,1.0613567414527003,0.8991040346972552
